'Month','<2.5kW','2.5–4.5','4.5–6.5','6.5–9.5','9.5–14','14–25','25–50','50–100','100kW–5MW','5MW–30MW','30+ MW'
2012-01,1863,1253,433,165,246,98,202,126,0,0,0
2012-02,2717,1817,608,262,551,107,72,0,0,0,0
2012-03,3882,2372,803,288,486,114,60,99,0,0,0
2012-04,4406,2569,858,317,473,59,30,0,0,0,0
2012-05,8764,5714,1956,326,656,194,162,142,0,0,0
2012-06,13906,9517,3893,594,2358,631,353,307,0,0,0
2012-07,3455,2930,1079,161,255,266,208,116,0,0,0
2012-08,3635,3203,1434,529,283,172,140,50,0,0,0
2012-09,3247,3193,1455,499,432,312,192,163,0,0,0
2012-10,3282,4005,1918,481,387,263,125,541,200,0,0
2012-11,3857,5062,2366,432,526,271,340,411,0,0,0
2012-12,5496,8519,4132,636,1154,604,450,402,0,0,0
2013-01,2170,4000,2087,292,568,296,130,479,142,0,0
2013-02,2363,4605,2505,363,852,551,161,308,200,0,0
2013-03,2032,4167,2348,524,638,421,433,908,100,0,0
2013-04,1623,3811,2289,302,728,348,412,709,300,0,0
2013-05,1981,4403,2934,561,790,469,528,762,0,0,0
2013-06,1472,3646,2172,465,877,603,605,304,346,0,0
2013-07,1825,4525,3164,419,766,713,635,698,200,0,0
2013-08,1688,4750,3658,549,893,732,686,460,440,0,0
2013-09,1644,4580,3329,596,1037,662,691,734,700,0,0
2013-10,1677,4618,3018,460,1055,797,896,945,0,0,0
2013-11,1551,3947,2986,457,803,730,553,1044,300,13306,0
2013-12,1152,3577,2863,541,794,847,947,1153,3087,0,0
2014-01,1206,3045,2361,287,581,542,450,814,225,0,0
2014-02,1351,3712,2587,417,690,439,526,841,539,0,0
2014-03,1336,4029,2820,333,672,611,747,1326,100,0,0
2014-04,1417,3923,3139,307,743,516,738,635,886,0,0
2014-05,1392,4856,4059,427,988,732,876,1760,1459,20000,0
2014-06,1312,4386,3816,474,892,897,851,1282,269,0,0
2014-07,1381,4903,4170,558,924,768,915,1589,696,0,0
2014-08,1288,4605,4125,547,950,1027,1001,1325,600,0,0
2014-09,1520,5555,5253,718,1105,1019,1296,1596,100,0,0
2014-10,1509,6085,5696,716,1184,1004,1342,1175,300,0,0
2014-11,1173,5114,5216,861,1181,639,1189,2095,474,0,0
2014-12,1034,4752,4917,898,981,975,1104,1709,400,0,0
2015-01,867,3981,4419,514,789,660,834,1773,0,0,0
2015-02,922,4405,5685,848,1215,1095,1151,2081,500,0,0
2015-03,997,4372,5219,964,1131,974,1148,1957,1187,0,102000
2015-04,791,3278,4305,683,745,792,928,1083,400,0,0
2015-05,943,3881,4807,934,1227,1070,1233,1562,114,0,0
2015-06,775,3928,4993,746,1180,1341,1120,1439,400,0,0
2015-07,792,4024,5619,782,1279,1191,1148,1289,750,0,53000
2015-08,742,3914,5796,753,873,925,1387,892,0,0,0
2015-09,717,3673,5348,679,1094,1011,776,1330,1218,0,0
2015-10,684,3328,4972,775,1064,1112,1010,2150,100,0,0
2015-11,727,3579,4938,721,1088,777,1127,1032,1229,0,0
2015-12,585,3081,4585,736,1091,826,932,1945,2119,0,0
2016-01,414,2287,3289,438,811,604,651,886,300,0,0
2016-02,593,3026,4716,703,854,872,921,1575,484,0,56000
2016-03,630,3017,4800,727,854,661,689,1579,738,0,0
2016-04,605,2875,4640,843,1011,811,690,2082,0,0,0
2016-05,615,2937,4771,735,939,750,926,2641,298,0,0
2016-06,582,2512,4488,771,987,1192,911,1507,1258,0,0
2016-07,608,2723,4321,737,1176,911,760,1884,319,0,0
2016-08,820,3167,4995,904,1128,859,1173,1597,529,0,0
2016-09,669,2951,5166,855,1274,1116,1354,1335,2898,0,0
2016-10,718,2783,5322,705,1232,801,892,2061,200,0,0
2016-11,783,3910,6909,929,1440,1002,889,1261,2330,0,0
2016-12,761,3715,7441,1033,1955,1395,2106,3588,0,23988,0
2017-01,671,2588,5300,709,890,462,340,685,925,0,0
2017-02,1220,3499,6801,938,1470,968,1100,837,300,0,0
2017-03,1323,3666,7329,1050,1663,795,1600,2163,727,0,0
2017-04,869,3021,6548,1035,1380,648,973,1444,230,0,0
2017-05,845,3817,8392,1483,2013,1368,989,3160,4970,0,0
2017-06,767,3336,8061,1568,1947,1377,1744,3092,1869,0,0
2017-07,769,3536,9949,1550,1961,1219,1159,3892,895,0,0
2017-08,904,3772,10515,2023,2254,1211,1451,2023,130,0,0
2017-09,742,3439,10150,2310,2489,1560,983,1597,551,0,0
2017-10,668,3455,12169,2691,2550,1152,1096,3910,280,0,0
2017-11,742,4078,13852,3197,3734,1973,1899,2912,2654,0,0
2017-12,666,3575,12186,3434,4032,2247,2347,6828,349,0,65923
2018-01,602,3043,10561,2761,2139,1102,885,1543,1879,0,34942
2018-02,562,3688,12948,3550,3079,1349,1382,2543,1770,0,0
2018-03,686,4095,14098,3886,3934,1774,1346,3443,1335,0,0
2018-04,654,3547,12840,4324,3572,1775,1651,3677,4605,10886,0
2018-05,747,4024,14613,5860,4584,2278,2981,4269,3506,17971,55872
2018-06,462,3102,11691,5910,4035,2216,2153,3822,3770,0,0
2018-07,544,3151,13257,8262,4853,2324,2393,4464,4866,0,0
2018-08,553,3510,13149,10448,4943,2621,1755,4344,2184,0,0
2018-09,432,2785,11276,10514,4605,2201,1949,3566,1347,25172,188680
2018-10,375,3122,11704,11075,5011,2120,2594,4136,2075,0,0
2018-11,520,3327,13251,13446,5552,2551,2315,6390,781,0,0
2018-12,356,2830,11087,14404,6859,3502,2896,10054,824,0,0
2019-01,272,2056,8544,12016,3380,1338,1199,2274,1152,0,0
2019-02,362,2658,11518,15067,5352,1975,1858,3985,1779,0,0
2019-03,355,2647,10922,15948,5927,2430,2465,3387,2982,0,0
2019-04,304,2979,9885,14285,5689,1754,1912,3239,1247,0,110904
2019-05,577,3426,11142,18070,7803,3118,2112,3808,1478,0,0
2019-06,599,2668,9120,16587,6319,2928,2429,5876,2976,0,0
2019-07,518,3022,11104,20807,7903,2633,2514,5761,5718,0,0
2019-08,539,3275,9889,20695,7264,2351,2540,4022,7230,8986,218144
2019-09,464,3056,10641,22222,8377,2536,2884,4103,2551,0,0
2019-10,453,3309,10713,25864,10411,2758,2651,6097,1173,0,255386
2019-11,410,4315,10583,30249,11499,3256,3453,6024,3691,5011,131847
2019-12,350,3159,9586,30584,13459,4640,4548,11480,3832,0,638827
2020-01,358,2507,7364,23763,8096,1874,1208,1960,1666,0,0
2020-02,301,3385,8415,29290,10792,2325,2128,3469,10905,0,0
2020-03,425,3718,10013,32751,12834,2981,1942,5819,3621,0,121540
2020-04,471,3021,7966,28459,12834,2974,2483,4095,10778,0,0
2020-05,412,4314,8241,30227,14971,3020,2354,5905,2079,0,0
2020-06,414,3910,8275,33672,16425,3531,3870,7586,2244,0,89117
2020-07,401,3043,9370,36780,18617,3844,3741,7237,4318,0,0
2020-08,380,2591,8477,38754,19054,3544,3289,4221,4575,0,0
2020-09,421,2892,8719,41961,22564,4591,3232,5929,4366,6720,0
2020-10,395,2919,7736,40117,22241,4571,3812,5327,2591,0,39056
2020-11,414,2816,8879,45343,29216,5451,5029,5261,1889,0,200020
2020-12,356,2384,7402,41498,31907,8209,6981,12505,6682,0,61437
2021-01,192,1844,5403,32962,20580,2658,1829,1601,6019,0,0
2021-02,254,2976,7572,42941,28485,4043,2704,4077,3020,0,39418
2021-03,330,3121,7435,42526,30656,5548,4230,4333,2223,0,0
2021-04,266,3172,6976,38384,29600,5165,4473,4200,1284,0,0
2021-05,309,2979,5976,33666,26172,5341,3857,4079,941,21161,0
2021-06,239,3012,6218,33095,26669,5611,4844,6796,1264,0,153777
2021-07,217,2098,5186,27003,21997,4792,3260,3320,1787,0,78798
2021-08,246,1816,4436,23361,19515,3708,2576,2501,1688,0,190867
2021-09,227,2421,5997,31481,29888,5477,3754,4344,300,0,0
2021-10,224,2030,5326,29098,30236,6028,3507,6196,2017,0,119381
2021-11,211,1745,5784,31106,30724,6021,4005,6642,1244,0,110613
2021-12,211,1684,6263,32116,36722,8577,6709,9850,6440,0,0
2022-01,104,981,3767,18738,16497,2288,1347,636,350,0,0
2022-02,170,1565,5450,23807,24463,4290,2143,932,1670,0,0
2022-03,119,1548,5385,22782,22011,4335,2473,2694,800,0,141506
2022-04,179,1123,4267,18781,20210,3409,2073,2562,431,0,0
2022-05,121,1333,4645,21426,22169,3926,2444,2875,2791,0,0
2022-06,120,841,3578,17493,17594,3107,1730,354,0,0,0
