'Month','<2.5kW','2.5–4.5','4.5–6.5','6.5–9.5','9.5–14','14–25','25–50','50–100','100kW–5MW','5MW–30MW','30+ MW'
2012-12,28,113,189,45,58,15,0,0,403,0,0
2013-01,6,95,112,21,20,44,0,0,0,0,0
2013-02,17,120,141,15,0,0,0,0,0,0,0
2013-03,5,89,161,15,10,0,0,85,0,0,0
2013-04,10,97,173,24,0,0,0,0,0,0,0
2013-05,11,99,276,29,0,0,0,0,0,0,0
2013-06,14,88,163,75,32,32,44,98,0,0,0
2013-07,7,43,602,24,42,16,0,0,0,0,0
2013-08,5,34,194,24,10,0,0,0,0,0,0
2013-09,6,43,234,16,13,38,77,0,0,0,0
2013-10,17,66,283,8,10,65,0,100,0,0,0
2013-11,43,65,395,23,0,38,0,0,0,0,0
2013-12,8,56,228,0,0,15,0,0,0,0,0
2014-01,4,55,150,0,10,0,0,0,0,0,0
2014-02,9,88,202,7,10,0,0,0,0,0,0
2014-03,16,104,256,8,20,0,40,110,0,0,0
2014-04,6,71,254,0,42,0,0,0,100,0,0
2014-05,5,68,362,0,22,36,0,100,100,0,0
2014-06,5,30,395,0,10,15,34,50,0,0,0
2014-07,7,67,360,7,22,20,0,0,0,0,0
2014-08,1,47,377,9,0,23,0,63,0,0,0
2014-09,6,23,303,16,25,40,0,60,100,0,0
2014-10,4,44,322,16,12,0,67,154,0,0,0
2014-11,2,38,288,16,10,39,27,50,423,0,0
2014-12,6,33,330,0,0,20,141,50,0,0,0
2015-01,1,32,219,0,0,0,0,0,0,0,0
2015-02,4,37,311,0,22,41,60,0,0,0,0
2015-03,4,83,401,0,0,15,0,261,0,0,0
2015-04,9,27,381,0,0,19,0,100,0,0,0
2015-05,12,18,364,0,13,62,66,87,200,0,0
2015-06,3,35,355,7,12,0,27,50,100,0,0
2015-07,1,97,452,0,0,0,74,0,0,0,0
2015-08,2,43,517,8,10,20,114,235,3310,0,0
2015-09,11,29,428,0,0,56,68,611,100,0,0
2015-10,11,36,341,8,44,15,0,260,1253,0,0
2015-11,3,54,502,0,10,42,86,100,398,0,0
2015-12,5,21,241,0,11,40,60,159,428,0,0
2016-01,0,14,232,26,10,15,0,150,0,0,0
2016-02,5,25,322,0,10,56,69,100,300,0,0
2016-03,0,52,439,8,0,0,61,220,0,0,0
2016-04,3,47,440,9,22,15,0,300,2040,0,0
2016-05,5,60,649,7,36,37,104,259,399,0,0
2016-06,2,38,680,24,36,44,172,326,4000,0,0
2016-07,0,18,510,13,20,62,40,416,0,0,0
2016-08,3,26,756,8,10,15,133,100,0,0,0
2016-09,7,72,808,15,0,0,198,218,0,0,0
2016-10,6,62,762,7,20,35,94,204,0,0,0
2016-11,19,131,710,0,14,15,105,167,0,0,0
2016-12,10,95,537,9,10,0,202,629,2030,0,0
2017-01,0,29,337,0,0,0,0,80,0,0,0
2017-02,4,23,262,15,0,16,0,296,0,0,0
2017-03,3,33,451,0,12,0,30,159,0,0,0
2017-04,0,52,454,14,0,46,60,285,0,0,0
2017-05,9,36,696,115,10,39,142,454,0,0,0
2017-06,28,42,789,248,12,32,125,350,0,0,0
2017-07,27,40,842,235,10,61,90,298,0,0,0
2017-08,34,49,786,311,10,20,227,114,0,0,0
2017-09,23,45,607,253,26,21,80,70,0,0,0
2017-10,56,35,661,433,24,32,99,730,0,0,0
2017-11,20,22,740,573,21,32,0,114,0,0,0
2017-12,15,7,415,314,62,39,129,808,0,0,0
2018-01,6,21,514,323,10,70,64,100,325,0,0
2018-02,13,4,424,326,26,38,90,100,3681,0,0
2018-03,24,16,450,449,35,15,96,634,1024,0,0
2018-04,20,11,414,354,10,54,172,306,0,0,0
2018-05,25,38,460,451,21,21,30,279,0,0,0
2018-06,25,6,391,552,10,60,336,475,390,0,0
2018-07,33,14,642,587,30,84,119,99,0,0,0
2018-08,42,29,569,678,22,43,89,99,0,0,0
2018-09,17,20,375,771,23,47,25,394,277,0,0
2018-10,25,7,465,1122,83,42,131,358,0,0,0
2018-11,20,51,583,1348,32,65,39,268,0,0,0
2018-12,0,18,637,813,68,40,194,524,2430,0,0
2019-01,6,3,630,677,0,62,32,0,0,0,0
2019-02,9,14,736,849,31,18,115,125,2367,0,0
2019-03,13,17,767,1144,13,16,133,163,691,0,0
2019-04,14,29,723,917,0,30,106,238,0,0,0
2019-05,4,34,979,1287,42,20,207,99,0,0,0
2019-06,8,35,609,1175,46,16,211,414,0,0,0
2019-07,27,36,699,1125,25,40,186,100,0,0,0
2019-08,37,89,557,1197,13,24,98,601,0,0,0
2019-09,12,66,499,1151,20,65,190,648,100,0,0
2019-10,12,47,827,1174,22,78,152,197,0,0,0
2019-11,12,61,725,1431,10,19,35,199,0,0,0
2019-12,10,56,600,1622,10,60,203,931,100,0,0
2020-01,17,35,374,1323,55,57,128,172,0,0,0
2020-02,4,70,155,1986,23,16,146,178,475,0,0
2020-03,6,58,188,1677,40,75,174,97,330,0,0
2020-04,17,20,136,1743,32,42,105,327,0,0,0
2020-05,14,33,139,2274,56,94,280,100,298,0,0
2020-06,18,88,114,1889,49,102,61,151,548,0,0
2020-07,10,68,161,1440,52,77,251,540,0,0,0
2020-08,1,58,104,1168,86,55,80,76,0,0,0
2020-09,18,94,116,1140,114,121,190,321,239,0,0
2020-10,25,109,70,900,25,64,290,362,100,0,0
2020-11,10,58,117,1019,47,90,185,782,310,0,0
2020-12,1,43,35,1025,66,39,330,668,0,0,33721
2021-01,2,16,30,552,70,40,40,214,0,0,0
2021-02,13,43,58,823,68,19,329,271,1120,0,0
2021-03,6,24,98,801,88,74,336,166,220,0,0
2021-04,7,29,71,513,75,61,103,0,204,0,0
2021-05,4,19,73,852,151,40,237,341,179,0,0
2021-06,6,35,72,634,238,63,130,161,0,0,0
2021-07,19,26,46,827,335,176,335,50,0,0,0
2021-08,10,21,35,595,138,28,176,121,100,25014,0
2021-09,15,44,65,689,92,50,204,163,0,0,0
2021-10,0,25,86,973,183,158,156,221,0,0,0
2021-11,1,37,36,894,288,113,261,367,0,0,0
2021-12,3,14,28,925,251,165,245,571,0,0,0
2022-01,0,4,6,266,60,0,105,156,0,0,0
2022-02,0,15,12,636,117,78,66,0,0,8450,0
2022-03,0,14,69,864,210,40,27,618,0,12538,0
2022-04,0,14,11,616,178,106,156,100,0,0,0
2022-05,0,0,6,576,205,109,128,51,0,0,0
2022-06,0,3,18,310,83,0,30,0,0,0,0
