year,month,size,installations,capacity
2018,7,6.5 to 9.5 kW,4519,31171
2018,7,9.5 to 14 kW,1224,13538
2018,7,14 to 25 kW,437,7930
2018,7,25 to 100 kW,414,19989
2018,7,100 kW to 5 MW,,9045
2018,7,5 MW to 30 MW,,0
2018,7,More than 30 MW,,385566
2018,8,Less than 2.5 kW,901,1690
2018,8,2.5 to 4.5 kW,3064,10814
2018,8,4.5 to 6.5 kW,7709,44301
2018,8,6.5 to 9.5 kW,5472,37543
2018,8,9.5 to 14 kW,1278,14238
2018,8,14 to 25 kW,502,9173
2018,8,25 to 100 kW,451,22458
2018,8,100 kW to 5 MW,,7513
2018,8,5 MW to 30 MW,,5980
2018,8,More than 30 MW,,207051
2018,9,Less than 2.5 kW,763,1435
2018,9,2.5 to 4.5 kW,2893,10298
2018,9,4.5 to 6.5 kW,7284,41634
2018,9,6.5 to 9.5 kW,6150,42004
2018,9,9.5 to 14 kW,1173,12994
2018,9,14 to 25 kW,392,7125
2018,9,25 to 100 kW,394,19513
2018,9,100 kW to 5 MW,,10909
2018,9,5 MW to 30 MW,,25172
2018,9,More than 30 MW,,657275
2018,10,Less than 2.5 kW,849,1645
2018,10,2.5 to 4.5 kW,3262,11633
2018,10,4.5 to 6.5 kW,8204,46901
2018,10,6.5 to 9.5 kW,7502,51124
2018,10,9.5 to 14 kW,1405,15560
2018,10,14 to 25 kW,426,7707
2018,10,25 to 100 kW,471,23958
2018,10,100 kW to 5 MW,,10720
2018,10,5 MW to 30 MW,,19924
2018,10,More than 30 MW,,112459
2018,11,Less than 2.5 kW,939,1778
2018,11,2.5 to 4.5 kW,3310,11811
2018,11,4.5 to 6.5 kW,8975,51440
2018,11,6.5 to 9.5 kW,9059,61673
2018,11,9.5 to 14 kW,1574,17494
2018,11,14 to 25 kW,497,8974
2018,11,25 to 100 kW,547,29810
2018,11,100 kW to 5 MW,,13608
2018,11,5 MW to 30 MW,,0
2018,11,More than 30 MW,,205416
2018,12,Less than 2.5 kW,672,1268
2018,12,2.5 to 4.5 kW,2776,9883
2018,12,4.5 to 6.5 kW,7229,41257
2018,12,6.5 to 9.5 kW,8413,57268
2018,12,9.5 to 14 kW,1751,19640
2018,12,14 to 25 kW,654,12044
2018,12,25 to 100 kW,813,46976
2018,12,100 kW to 5 MW,,18750
2018,12,5 MW to 30 MW,,0
2018,12,More than 30 MW,,75092
2019,1,Less than 2.5 kW,549,1043
2019,1,2.5 to 4.5 kW,2662,9535
2019,1,4.5 to 6.5 kW,6076,34596
2019,1,6.5 to 9.5 kW,7797,52656
2019,1,9.5 to 14 kW,999,11040
2019,1,14 to 25 kW,269,4866
2019,1,25 to 100 kW,233,11614
2019,1,100 kW to 5 MW,,12712
2019,1,5 MW to 30 MW,,50874
2019,1,More than 30 MW,,84749
2019,2,Less than 2.5 kW,765,1459
2019,2,2.5 to 4.5 kW,3012,10840
2019,2,4.5 to 6.5 kW,7612,43408
2019,2,6.5 to 9.5 kW,9273,62888
2019,2,9.5 to 14 kW,1506,16922
2019,2,14 to 25 kW,386,7043
2019,2,25 to 100 kW,372,20175
2019,2,100 kW to 5 MW,,14260
2019,2,5 MW to 30 MW,,11424
2019,2,More than 30 MW,,253440
2019,3,Less than 2.5 kW,685,1278
2019,3,2.5 to 4.5 kW,3149,11276
2019,3,4.5 to 6.5 kW,7272,41528
2019,3,6.5 to 9.5 kW,9799,66522
2019,3,9.5 to 14 kW,1567,17598
2019,3,14 to 25 kW,476,8610
2019,3,25 to 100 kW,407,21179
2019,3,100 kW to 5 MW,,16403
2019,3,5 MW to 30 MW,,0
2019,3,More than 30 MW,,0
2019,4,Less than 2.5 kW,603,1090
2019,4,2.5 to 4.5 kW,2754,9846
2019,4,4.5 to 6.5 kW,6430,36642
2019,4,6.5 to 9.5 kW,8765,59634
2019,4,9.5 to 14 kW,1505,16895
2019,4,14 to 25 kW,384,6924
2019,4,25 to 100 kW,380,19189
2019,4,100 kW to 5 MW,,10471
2019,4,5 MW to 30 MW,,6093
2019,4,More than 30 MW,,181003
2019,5,Less than 2.5 kW,778,1414
2019,5,2.5 to 4.5 kW,2815,10043
2019,5,4.5 to 6.5 kW,6483,36987
2019,5,6.5 to 9.5 kW,9963,67818
2019,5,9.5 to 14 kW,1910,21330
2019,5,14 to 25 kW,533,9613
2019,5,25 to 100 kW,543,28374
2019,5,100 kW to 5 MW,,13578
2019,5,5 MW to 30 MW,,0
2019,5,More than 30 MW,,252796
2019,6,Less than 2.5 kW,761,1359
2019,6,2.5 to 4.5 kW,2217,7873
2019,6,4.5 to 6.5 kW,5042,28778
2019,6,6.5 to 9.5 kW,8282,56441
2019,6,9.5 to 14 kW,1647,18453
2019,6,14 to 25 kW,580,10654
2019,6,25 to 100 kW,587,29853
2019,6,100 kW to 5 MW,,14066
2019,6,5 MW to 30 MW,,7801
2019,6,More than 30 MW,,89216
2019,7,Less than 2.5 kW,721,1343
2019,7,2.5 to 4.5 kW,2398,8534
2019,7,4.5 to 6.5 kW,6130,35078
2019,7,6.5 to 9.5 kW,10475,71168
2019,7,9.5 to 14 kW,1871,21006
2019,7,14 to 25 kW,541,9966
2019,7,25 to 100 kW,541,28595
2019,7,100 kW to 5 MW,,22046
2019,7,5 MW to 30 MW,,5807
2019,7,More than 30 MW,,0
2019,8,Less than 2.5 kW,739,1334
2019,8,2.5 to 4.5 kW,2605,9364
2019,8,4.5 to 6.5 kW,6096,34881
2019,8,6.5 to 9.5 kW,10999,74783
2019,8,9.5 to 14 kW,1802,20317
2019,8,14 to 25 kW,504,9279
2019,8,25 to 100 kW,555,26954
2019,8,100 kW to 5 MW,,20822
2019,8,5 MW to 30 MW,,28352
2019,8,More than 30 MW,,218144
2019,9,Less than 2.5 kW,678,1253
2019,9,2.5 to 4.5 kW,2576,9240
2019,9,4.5 to 6.5 kW,6345,36465
2019,9,6.5 to 9.5 kW,12039,81805
2019,9,9.5 to 14 kW,2052,23013
2019,9,14 to 25 kW,536,9804
2019,9,25 to 100 kW,543,26864
2019,9,100 kW to 5 MW,,9003
2019,9,5 MW to 30 MW,,0
2019,9,More than 30 MW,,0
2019,10,Less than 2.5 kW,675,1258
2019,10,2.5 to 4.5 kW,2819,10163
2019,10,4.5 to 6.5 kW,6635,38039
2019,10,6.5 to 9.5 kW,14089,95772
2019,10,9.5 to 14 kW,2381,26788
2019,10,14 to 25 kW,567,10205
2019,10,25 to 100 kW,598,30372
2019,10,100 kW to 5 MW,,12639
2019,10,5 MW to 30 MW,,6861
2019,10,More than 30 MW,,255386
2019,11,Less than 2.5 kW,632,1175
2019,11,2.5 to 4.5 kW,3181,11225
2019,11,4.5 to 6.5 kW,6543,37364
2019,11,6.5 to 9.5 kW,15710,106572
2019,11,9.5 to 14 kW,2701,30390
2019,11,14 to 25 kW,619,11336
2019,11,25 to 100 kW,672,34880
2019,11,100 kW to 5 MW,,23568
2019,11,5 MW to 30 MW,,29327
2019,11,More than 30 MW,,300164
2019,12,Less than 2.5 kW,505,914
2019,12,2.5 to 4.5 kW,2467,8743
2019,12,4.5 to 6.5 kW,5818,33309
2019,12,6.5 to 9.5 kW,15831,107682
2019,12,9.5 to 14 kW,2989,33791
2019,12,14 to 25 kW,824,15170
2019,12,25 to 100 kW,983,55381
2019,12,100 kW to 5 MW,,18783
2019,12,5 MW to 30 MW,,8299
2019,12,More than 30 MW,,638827
2020,1,Less than 2.5 kW,462,867
2020,1,2.5 to 4.5 kW,2193,7800
2020,1,4.5 to 6.5 kW,4834,27512
2020,1,6.5 to 9.5 kW,13477,91172
2020,1,9.5 to 14 kW,1900,21389
2020,1,14 to 25 kW,349,6194
2020,1,25 to 100 kW,280,14239
2020,1,100 kW to 5 MW,,11505
2020,1,5 MW to 30 MW,,20654
2020,1,More than 30 MW,,0
2020,2,Less than 2.5 kW,456,843
2020,2,2.5 to 4.5 kW,2847,10088
2020,2,4.5 to 6.5 kW,5592,31810
2020,2,6.5 to 9.5 kW,15868,107378
2020,2,9.5 to 14 kW,2494,28055
2020,2,14 to 25 kW,494,8953
2020,2,25 to 100 kW,445,22410
2020,2,100 kW to 5 MW,,22860
2020,2,5 MW to 30 MW,,0
2020,2,More than 30 MW,,0
2020,3,Less than 2.5 kW,641,1188
2020,3,2.5 to 4.5 kW,3031,10689
2020,3,4.5 to 6.5 kW,6137,34884
2020,3,6.5 to 9.5 kW,17298,117391
2020,3,9.5 to 14 kW,3078,34742
2020,3,14 to 25 kW,595,10758
2020,3,25 to 100 kW,549,29518
2020,3,100 kW to 5 MW,,13791
2020,3,5 MW to 30 MW,,0
2020,3,More than 30 MW,,121540
2020,4,Less than 2.5 kW,641,1151
2020,4,2.5 to 4.5 kW,2549,9015
2020,4,4.5 to 6.5 kW,4802,27225
2020,4,6.5 to 9.5 kW,14637,99444
2020,4,9.5 to 14 kW,2899,32868
2020,4,14 to 25 kW,535,9624
2020,4,25 to 100 kW,522,27164
2020,4,100 kW to 5 MW,,20517
2020,4,5 MW to 30 MW,,0
2020,4,More than 30 MW,,112414
2020,5,Less than 2.5 kW,646,1181
2020,5,2.5 to 4.5 kW,2884,10081
2020,5,4.5 to 6.5 kW,4805,27330
2020,5,6.5 to 9.5 kW,15322,104185
2020,5,9.5 to 14 kW,3129,35434
2020,5,14 to 25 kW,606,10934
2020,5,25 to 100 kW,557,30923
2020,5,100 kW to 5 MW,,7793
2020,5,5 MW to 30 MW,,0
2020,5,More than 30 MW,,0
2020,6,Less than 2.5 kW,651,1197
2020,6,2.5 to 4.5 kW,2791,9747
2020,6,4.5 to 6.5 kW,4758,27064
2020,6,6.5 to 9.5 kW,17014,115758
2020,6,9.5 to 14 kW,3500,39622
2020,6,14 to 25 kW,716,13153
2020,6,25 to 100 kW,775,42681
2020,6,100 kW to 5 MW,,8715
2020,6,5 MW to 30 MW,,26240
2020,6,More than 30 MW,,221082
2020,7,Less than 2.5 kW,639,1144
2020,7,2.5 to 4.5 kW,2616,9338
2020,7,4.5 to 6.5 kW,5331,30320
2020,7,6.5 to 9.5 kW,19739,134150
2020,7,9.5 to 14 kW,4109,46334
2020,7,14 to 25 kW,696,12624
2020,7,25 to 100 kW,618,32836
2020,7,100 kW to 5 MW,,11953
2020,7,5 MW to 30 MW,,6097
2020,7,More than 30 MW,,33794
2020,8,Less than 2.5 kW,541,956
2020,8,2.5 to 4.5 kW,2097,7459
2020,8,4.5 to 6.5 kW,3983,22603
2020,8,6.5 to 9.5 kW,16877,115164
2020,8,9.5 to 14 kW,3804,42974
2020,8,14 to 25 kW,664,11951
2020,8,25 to 100 kW,509,25277
2020,8,100 kW to 5 MW,,11139
2020,8,5 MW to 30 MW,,0
2020,8,More than 30 MW,,0
2020,9,Less than 2.5 kW,583,1041
2020,9,2.5 to 4.5 kW,2177,7740
2020,9,4.5 to 6.5 kW,4075,23146
2020,9,6.5 to 9.5 kW,18637,127400
2020,9,9.5 to 14 kW,4534,51245
2020,9,14 to 25 kW,862,15676
2020,9,25 to 100 kW,568,28741
2020,9,100 kW to 5 MW,,13182
2020,9,5 MW to 30 MW,,6720
2020,9,More than 30 MW,,256480
2020,10,Less than 2.5 kW,578,1047
2020,10,2.5 to 4.5 kW,2287,8126
2020,10,4.5 to 6.5 kW,4158,23628
2020,10,6.5 to 9.5 kW,19977,136508
2020,10,9.5 to 14 kW,4655,52682
2020,10,14 to 25 kW,747,13561
2020,10,25 to 100 kW,614,31208
2020,10,100 kW to 5 MW,,8579
2020,10,5 MW to 30 MW,,0
2020,10,More than 30 MW,,39056
2020,11,Less than 2.5 kW,592,1075
2020,11,2.5 to 4.5 kW,2409,8715
2020,11,4.5 to 6.5 kW,5020,28649
2020,11,6.5 to 9.5 kW,23257,159096
2020,11,9.5 to 14 kW,5857,65850
2020,11,14 to 25 kW,876,15729
2020,11,25 to 100 kW,744,38659
2020,11,100 kW to 5 MW,,5084
2020,11,5 MW to 30 MW,,0
2020,11,More than 30 MW,,306517
2020,12,Less than 2.5 kW,527,973
2020,12,2.5 to 4.5 kW,2193,7853
2020,12,4.5 to 6.5 kW,4251,24395
2020,12,6.5 to 9.5 kW,21364,146618
2020,12,9.5 to 14 kW,6348,71889
2020,12,14 to 25 kW,1246,22794
2020,12,25 to 100 kW,1129,58619
2020,12,100 kW to 5 MW,,12705
2020,12,5 MW to 30 MW,,45270
2020,12,More than 30 MW,,388088
2021,1,Less than 2.5 kW,351,631
2021,1,2.5 to 4.5 kW,1810,6606
2021,1,4.5 to 6.5 kW,3312,18871
2021,1,6.5 to 9.5 kW,16798,114773
2021,1,9.5 to 14 kW,4191,46877
2021,1,14 to 25 kW,447,8040
2021,1,25 to 100 kW,263,12186
2021,1,100 kW to 5 MW,,17954
2021,1,5 MW to 30 MW,,13664
2021,1,More than 30 MW,,0
2021,2,Less than 2.5 kW,530,949
2021,2,2.5 to 4.5 kW,2334,8404
2021,2,4.5 to 6.5 kW,4312,24617
2021,2,6.5 to 9.5 kW,20227,138566
2021,2,9.5 to 14 kW,5724,63729
2021,2,14 to 25 kW,727,13152
2021,2,25 to 100 kW,473,22264
2021,2,100 kW to 5 MW,,13109
2021,2,5 MW to 30 MW,,8275
2021,2,More than 30 MW,,139666
2021,3,Less than 2.5 kW,591,1076
2021,3,2.5 to 4.5 kW,2617,9497
2021,3,4.5 to 6.5 kW,4560,25934
2021,3,6.5 to 9.5 kW,21510,147482
2021,3,9.5 to 14 kW,6485,72666
2021,3,14 to 25 kW,844,15276
2021,3,25 to 100 kW,588,28967
2021,3,100 kW to 5 MW,,14337
2021,3,5 MW to 30 MW,,37095
2021,3,More than 30 MW,,0
2021,4,Less than 2.5 kW,503,900
2021,4,2.5 to 4.5 kW,2341,8478
2021,4,4.5 to 6.5 kW,4037,23029
2021,4,6.5 to 9.5 kW,18483,126974
2021,4,9.5 to 14 kW,5857,65880
2021,4,14 to 25 kW,777,14168
2021,4,25 to 100 kW,541,25330
2021,4,100 kW to 5 MW,,4817
2021,4,5 MW to 30 MW,,18346
2021,4,More than 30 MW,,0
2021,5,Less than 2.5 kW,556,1005
2021,5,2.5 to 4.5 kW,2331,8473
2021,5,4.5 to 6.5 kW,3528,20035
2021,5,6.5 to 9.5 kW,16897,116291
2021,5,9.5 to 14 kW,5559,62845
2021,5,14 to 25 kW,898,16299
2021,5,25 to 100 kW,675,34393
2021,5,100 kW to 5 MW,,3987
2021,5,5 MW to 30 MW,,21161
2021,5,More than 30 MW,,71142
2021,6,Less than 2.5 kW,483,884
2021,6,2.5 to 4.5 kW,2320,8358
2021,6,4.5 to 6.5 kW,3718,21191
2021,6,6.5 to 9.5 kW,16839,115947
2021,6,9.5 to 14 kW,5685,64288
2021,6,14 to 25 kW,956,17467
2021,6,25 to 100 kW,792,39286
2021,6,100 kW to 5 MW,,6964
2021,6,5 MW to 30 MW,,0
2021,6,More than 30 MW,,153777
2021,7,Less than 2.5 kW,478,876
2021,7,2.5 to 4.5 kW,1975,7163
2021,7,4.5 to 6.5 kW,3525,20205
2021,7,6.5 to 9.5 kW,16318,112154
2021,7,9.5 to 14 kW,5512,62400
2021,7,14 to 25 kW,844,15260
2021,7,25 to 100 kW,614,29890
2021,7,100 kW to 5 MW,,7817
2021,7,5 MW to 30 MW,,0
2021,7,More than 30 MW,,78798
2021,8,Less than 2.5 kW,563,1029
2021,8,2.5 to 4.5 kW,1898,6892
2021,8,4.5 to 6.5 kW,3291,18886
2021,8,6.5 to 9.5 kW,16047,110547
2021,8,9.5 to 14 kW,5606,63343
2021,8,14 to 25 kW,830,15016
2021,8,25 to 100 kW,565,26863
2021,8,100 kW to 5 MW,,11160
2021,8,5 MW to 30 MW,,30351
2021,8,More than 30 MW,,190867
2021,9,Less than 2.5 kW,472,860
2021,9,2.5 to 4.5 kW,1862,6699
2021,9,4.5 to 6.5 kW,3264,18720
2021,9,6.5 to 9.5 kW,16006,110890
2021,9,9.5 to 14 kW,6674,75617
2021,9,14 to 25 kW,890,16291
2021,9,25 to 100 kW,569,26226
2021,9,100 kW to 5 MW,,3500
2021,9,5 MW to 30 MW,,16854
2021,9,More than 30 MW,,0
2021,10,Less than 2.5 kW,448,830
2021,10,2.5 to 4.5 kW,1661,6005
2021,10,4.5 to 6.5 kW,3107,17882
2021,10,6.5 to 9.5 kW,15458,107211
2021,10,9.5 to 14 kW,6359,72412
2021,10,14 to 25 kW,892,16203
2021,10,25 to 100 kW,621,32173
2021,10,100 kW to 5 MW,,9733
2021,10,5 MW to 30 MW,,0
2021,10,More than 30 MW,,119381
2021,11,Less than 2.5 kW,475,854
2021,11,2.5 to 4.5 kW,1704,6176
2021,11,4.5 to 6.5 kW,3667,21143
2021,11,6.5 to 9.5 kW,16840,116849
2021,11,9.5 to 14 kW,6837,77718
2021,11,14 to 25 kW,969,17476
2021,11,25 to 100 kW,761,37961
2021,11,100 kW to 5 MW,,13373
2021,11,5 MW to 30 MW,,40602
2021,11,More than 30 MW,,570624
2021,12,Less than 2.5 kW,394,695
2021,12,2.5 to 4.5 kW,1538,5571
2021,12,4.5 to 6.5 kW,3419,19716
2021,12,6.5 to 9.5 kW,16067,111925
2021,12,9.5 to 14 kW,7749,88733
2021,12,14 to 25 kW,1347,24710
2021,12,25 to 100 kW,1119,57575
2021,12,100 kW to 5 MW,,13964
2021,12,5 MW to 30 MW,,0
2021,12,More than 30 MW,,202501
2022,1,Less than 2.5 kW,174,291
2022,1,2.5 to 4.5 kW,920,3344
2022,1,4.5 to 6.5 kW,2144,12400
2022,1,6.5 to 9.5 kW,9580,66545
2022,1,9.5 to 14 kW,3539,40091
2022,1,14 to 25 kW,363,6430
2022,1,25 to 100 kW,149,6089
2022,1,100 kW to 5 MW,,1535
2022,1,5 MW to 30 MW,,0
2022,1,More than 30 MW,,0
2022,2,Less than 2.5 kW,338,624
2022,2,2.5 to 4.5 kW,1324,4826
2022,2,4.5 to 6.5 kW,2990,17138
2022,2,6.5 to 9.5 kW,12733,88499
2022,2,9.5 to 14 kW,5253,59507
2022,2,14 to 25 kW,646,11584
2022,2,25 to 100 kW,286,12048
2022,2,100 kW to 5 MW,,3587
2022,2,5 MW to 30 MW,,8450
2022,2,More than 30 MW,,0
2022,3,Less than 2.5 kW,364,671
2022,3,2.5 to 4.5 kW,1488,5393
2022,3,4.5 to 6.5 kW,2936,16857
2022,3,6.5 to 9.5 kW,13322,92501
2022,3,9.5 to 14 kW,5500,62334
2022,3,14 to 25 kW,687,12400
2022,3,25 to 100 kW,374,18295
2022,3,100 kW to 5 MW,,1200
2022,3,5 MW to 30 MW,,12538
2022,3,More than 30 MW,,141506
2022,4,Less than 2.5 kW,414,822
2022,4,2.5 to 4.5 kW,1010,3670
2022,4,4.5 to 6.5 kW,2181,12559
2022,4,6.5 to 9.5 kW,9956,69285
2022,4,9.5 to 14 kW,4462,50748
2022,4,14 to 25 kW,577,10442
2022,4,25 to 100 kW,328,15377
2022,4,100 kW to 5 MW,,2802
2022,4,5 MW to 30 MW,,13620
2022,4,More than 30 MW,,199823
2022,5,Less than 2.5 kW,270,517
2022,5,2.5 to 4.5 kW,1110,4047
2022,5,4.5 to 6.5 kW,2244,12857
2022,5,6.5 to 9.5 kW,10276,71717
2022,5,9.5 to 14 kW,4571,51998
2022,5,14 to 25 kW,577,10450
2022,5,25 to 100 kW,292,13687
2022,5,100 kW to 5 MW,,2791
2022,5,5 MW to 30 MW,,0
2022,5,More than 30 MW,,0
2022,6,Less than 2.5 kW,200,382
2022,6,2.5 to 4.5 kW,713,2602
2022,6,4.5 to 6.5 kW,1500,8636
2022,6,6.5 to 9.5 kW,7519,52454
2022,6,9.5 to 14 kW,3459,39533
2022,6,14 to 25 kW,410,7444
2022,6,25 to 100 kW,151,5842
2022,6,100 kW to 5 MW,,100
2022,6,5 MW to 30 MW,,0
2022,6,More than 30 MW,,0
