"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"3179","634","2218","26.7","5024.0","2489.0","1762.0","773.0","593","39","2","75510.0","483,262","89.1"
"3180","883","3232","25.5","5136.0","3268.0","1868.0","0.0","823","60","0","94426.0","604,325","113.1"
"3181","386","4311","8.3","1997.0","1380.0","617.0","0.0","358","28","0","67683.0","433,172","83.4"
"3182","390","3286","10.7","2246.0","1341.0","733.0","172.0","351","38","1","61591.0","394,184","75.9"
"3183","460","3143","13.8","2139.0","1679.0","460.0","0.0","435","25","0","55558.0","355,574","68.5"
"3184","453","2306","18.9","1925.0","1702.0","223.0","0.0","436","17","0","43814.0","280,408","54.0"
"3185","534","3553","14.0","2630.0","2064.0","566.0","0.0","498","36","0","59338.0","379,764","73.1"
"3186","1177","8981","11.5","7098.0","4788.0","2310.0","0.0","1037","140","0","132398.0","847,346","163.2"
"3187","1083","6585","15.4","5431.0","4074.0","1357.0","0.0","1017","66","0","83916.0","537,060","105.4"
"3188","1052","6907","14.3","5174.0","4233.0","941.0","0.0","987","65","0","85243.0","545,553","107.0"
"3189","599","2282","22.1","4867.0","2121.0","2746.0","0.0","505","94","0","127292.0","814,670","163.6"
"3190","567","4675","11.3","3004.0","2230.0","774.0","0.0","527","40","0","64223.0","411,028","81.0"
"3191","641","3684","15.9","3574.0","2636.0","938.0","0.0","587","54","0","54565.0","349,218","68.5"
"3192","1540","8527","16.4","10028.0","6014.0","3562.0","452.0","1401","137","2","188769.0","1,208,121","238.8"
"3193","1367","7896","16.0","7515.0","5985.0","1530.0","0.0","1264","103","0","105399.0","674,551","132.3"
"3194","733","6270","10.8","5115.0","2989.0","1527.0","599.0","679","53","1","104870.0","671,170","132.2"
"3195","3140","12905","22.2","21768.0","12627.0","8283.0","858.0","2864","273","3","317830.0","2,034,115","404.7"
"3196","2058","8629","23.0","9394.0","7876.0","1518.0","0.0","1986","72","0","131556.0","841,958","165.2"
"3197","1168","5332","21.2","4946.0","4261.0","685.0","0.0","1131","37","0","60576.0","387,689","76.1"
"3198","1636","9158","16.8","8017.0","5745.0","2110.0","162.0","1542","93","1","130887.0","837,676","161.9"
"3199","4703","26390","17.0","24949.0","18050.0","3909.0","2990.0","4495","205","3","346419.0","2,217,080","424.4"
"3200","398","2696","14.4","1581.0","1430.0","151.0","0.0","389","9","0","28073.0","179,667","34.4"
"3201","2517","9302","25.1","15466.0","9445.0","6021.0","0.0","2331","186","0","178075.0","1,139,679","226.4"
"3202","219","957","20.8","1781.0","859.0","922.0","0.0","199","20","0","37618.0","240,754","47.1"
"3204","1767","10747","15.6","9036.0","7171.0","1865.0","0.0","1674","93","0","146030.0","934,591","183.3"
"3205","263","2852","8.2","2012.0","889.0","889.0","234.0","234","28","1","51453.0","329,299","63.5"
"3206","372","3870","9.2","1689.0","1331.0","358.0","0.0","355","17","0","46072.0","294,859","56.8"
"3207","443","4261","8.6","4579.0","1437.0","2740.0","402.0","365","77","1","164446.0","1,052,456","205.0"
"3211","239","507","40.2","1606.0","893.0","713.0","0.0","204","35","0","26116.0","167,141","33.6"
"3212","2229","7056","30.3","11714.0","9305.0","1777.0","632.0","2136","90","3","181305.0","1,160,355","234.4"
"3213","510","1385","31.6","3632.0","2408.0","1224.0","0.0","437","73","0","62087.0","397,356","79.9"
"3214","2197","11433","18.7","11277.0","7416.0","2173.0","1688.0","2142","53","2","222049.0","1,421,113","281.2"
"3215","1798","9783","17.2","10292.0","6672.0","3620.0","0.0","1687","111","0","208446.0","1,334,055","263.8"
"3216","5770","27183","20.5","35104.0","22330.0","4673.0","8101.0","5559","209","2","370115.0","2,368,737","463.7"
"3217","1435","4426","30.5","9360.0","7532.0","1678.0","150.0","1350","84","1","62120.0","397,569","78.0"
"3218","1048","5609","17.7","5474.0","4068.0","1406.0","0.0","993","55","0","90871.0","581,573","113.7"
"3219","2004","10952","17.6","9371.0","6967.0","2205.0","199.0","1931","72","1","151229.0","967,867","190.3"
"3220","1313","8268","14.0","10410.0","4813.0","4947.0","650.0","1158","154","1","168508.0","1,078,452","212.2"
"3221","468","267","168.9","1702.0","1378.0","324.0","0.0","451","17","0","14722.0","94,221","18.4"
"3222","2470","7366","32.0","13084.0","10564.0","2520.0","0.0","2354","116","0","40165.0","257,058","50.2"
"3223","1585","6745","22.7","7482.0","6540.0","942.0","0.0","1530","55","0","100625.0","644,000","129.6"
"3224","1788","7644","22.3","9384.0","7154.0","2030.0","200.0","1701","86","1","156181.0","999,561","197.1"
"3225","965","3543","26.2","4544.0","3798.0","746.0","0.0","929","36","0","56669.0","362,684","70.9"
"3226","2368","8753","26.2","11062.0","9401.0","1661.0","0.0","2293","75","0","1171.0","7,494","1.5"
"3227","883","2905","28.5","7508.0","3625.0","836.0","3047.0","827","54","2","13990.0","89,534","17.6"
"3228","2847","10751","24.9","16158.0","12221.0","3158.0","779.0","2673","172","2","151419.0","969,084","189.8"
"3230","661","2912","21.5","3353.0","2640.0","713.0","0.0","626","35","0","1160.0","7,424","1.5"
"3231","399","1995","18.9","2007.0","1723.0","284.0","0.0","377","22","0","13949.0","89,276","17.5"
"3232","150","1811","7.6","781.0","551.0","230.0","0.0","137","13","0","1092.0","6,986","1.3"
"3233","400","2425","15.1","2391.0","1627.0","764.0","0.0","365","35","0","7328.0","46,898","8.7"
"3234","47","956","4.4","318.0","225.0","93.0","0.0","42","5","0","2213.0","14,164","2.6"
"3235","92","238","36.6","497.0","415.0","82.0","0.0","87","5","0","7677.0","49,135","9.6"
"3236","55","147","36.1","235.0","215.0","20.0","0.0","53","2","0","4277.0","27,371","5.1"
"3237","39","186","16.7","271.0","141.0","130.0","0.0","31","8","0","7682.0","49,162","9.1"
"3238","55","194","26.3","276.0","210.0","66.0","0.0","51","4","0","5757.0","36,845","6.8"
"3239","68","259","22.0","439.0","251.0","188.0","0.0","57","11","0","10508.0","67,252","12.5"
"3240","364","808","41.3","2076.0","1610.0","466.0","0.0","334","30","0","26374.0","168,792","32.9"
"3241","424","1145","34.2","2783.0","1765.0","716.0","302.0","392","31","1","30802.0","197,130","38.5"
"3242","159","438","33.6","853.0","640.0","213.0","0.0","147","12","0","6667.0","42,669","8.3"
"3243","49","189","23.8","264.0","188.0","76.0","0.0","45","4","0","10118.0","64,757","12.0"
"3249","422","1426","26.8","2450.0","1567.0","883.0","0.0","382","40","0","68669.0","439,482","81.4"
"3250","1124","6255","16.5","7836.0","4169.0","1928.0","1739.0","1033","88","3","128544.0","822,679","153.2"
"3251","68","241","27.0","324.0","285.0","39.0","0.0","65","3","0","8449.0","54,072","10.9"
"3254","57","135","37.8","349.0","188.0","161.0","0.0","51","6","0","4435.0","28,383","5.3"
"3260","445","2269","17.6","3009.0","1756.0","1253.0","0.0","400","45","0","46303.0","296,338","54.9"
"3264","256","978","23.0","1840.0","1015.0","825.0","0.0","225","31","0","3707.0","23,728","4.6"
"3265","348","1105","24.5","3884.0","1217.0","2667.0","0.0","271","77","0","60371.0","386,376","75.2"
"3266","335","1366","21.1","2628.0","1278.0","1350.0","0.0","288","47","0","37305.0","238,751","44.2"
"3267","26","97","20.6","215.0","108.0","107.0","0.0","20","6","0","5168.0","33,076","6.1"
"3268","327","1174","22.0","3027.0","1173.0","1854.0","0.0","258","69","0","42211.0","270,152","52.6"
"3269","93","416","18.3","701.0","354.0","347.0","0.0","76","17","0","12274.0","78,556","14.6"
"3270","30","362","8.0","135.0","125.0","10.0","0.0","29","1","0","5813.0","37,201","7.3"
"3271","40","102","28.4","297.0","143.0","154.0","0.0","29","11","0","9591.0","61,385","11.9"
"3272","233","814","26.5","1393.0","964.0","429.0","0.0","216","17","0","15711.0","100,547","19.6"
"3273","18","76","21.1","108.0","81.0","27.0","0.0","16","2","0","5081.0","32,521","6.3"
"3274","42","114","34.2","209.0","167.0","42.0","0.0","39","3","0","8366.0","53,545","10.4"
"3275","43","213","19.2","219.0","196.0","23.0","0.0","41","2","0","4931.0","31,559","6.2"
"3276","54","238","19.3","430.0","213.0","217.0","0.0","46","8","0","12576.0","80,489","15.7"
"3277","171","796","18.5","1495.0","679.0","816.0","0.0","147","24","0","31670.0","202,691","39.7"
"3278","41","151","22.5","302.0","166.0","136.0","0.0","34","7","0","4741.0","30,344","5.9"
"3279","33","98","30.6","171.0","134.0","37.0","0.0","30","3","0","6445.0","41,251","8.0"
"3280","2448","15607","14.7","14114.0","9641.0","3972.0","501.0","2287","159","2","272067.0","1,741,228","340.6"
"3281","246","652","33.6","1843.0","1043.0","800.0","0.0","219","27","0","22351.0","143,044","27.9"
"3282","252","1091","21.4","1468.0","1039.0","429.0","0.0","233","19","0","26560.0","169,982","33.2"
"3283","168","539","27.6","1084.0","686.0","398.0","0.0","149","19","0","25506.0","163,241","31.8"
"3284","405","2386","15.8","2481.0","1645.0","836.0","0.0","376","29","0","8438.0","54,003","10.6"
"3285","165","603","25.5","863.0","674.0","189.0","0.0","154","11","0","21141.0","135,304","26.6"
"3286","65","327","19.3","312.0","282.0","30.0","0.0","63","2","0","12000.0","76,800","15.3"
"3287","45","181","23.2","235.0","183.0","52.0","0.0","42","3","0","13031.0","83,399","16.2"
"3289","115","414","25.6","619.0","450.0","169.0","0.0","106","9","0","13620.0","87,171","17.3"
"3292","54","346","15.3","234.0","222.0","12.0","0.0","53","1","0","199.0","1,275","0.2"
"3293","47","163","27.6","194.0","168.0","26.0","0.0","45","2","0","12202.0","78,095","15.5"
"3294","120","452","24.1","707.0","514.0","193.0","0.0","109","11","0","18898.0","120,949","24.0"
"3300","932","5134","16.8","5500.0","3703.0","1797.0","0.0","864","68","0","16708.0","106,934","21.3"
"3301","138","588","21.9","747.0","614.0","133.0","0.0","129","9","0","38680.0","247,552","49.2"
"3302","50","190","25.3","282.0","211.0","71.0","0.0","48","2","0","11773.0","75,345","15.0"
"3303","35","178","18.0","300.0","165.0","135.0","0.0","32","3","0","10232.0","65,485","12.7"
"3304","389","1321","27.6","2181.0","1559.0","622.0","0.0","365","24","0","48338.0","309,363","60.1"
"3305","1607","6304","24.6","7770.0","6542.0","1228.0","0.0","1552","55","0","179270.0","1,147,327","225.1"
"3309","14","66","18.2","79.0","58.0","21.0","0.0","12","2","0","2444.0","15,639","3.0"
"3310","38","139","25.9","170.0","141.0","29.0","0.0","36","2","0","6357.0","40,682","8.1"
"3311","224","997","21.3","1165.0","891.0","274.0","0.0","212","12","0","6360.0","40,703","8.0"
"3312","115","538","20.1","602.0","481.0","121.0","0.0","108","7","0","34319.0","219,640","43.0"
"3314","82","251","28.7","452.0","309.0","143.0","0.0","72","10","0","17861.0","114,311","22.7"
"3315","218","845","24.3","1130.0","872.0","258.0","0.0","205","13","0","42390.0","271,294","54.0"
"3317","20","108","15.7","122.0","80.0","42.0","0.0","17","3","0","6326.0","40,488","8.5"
"3318","194","774","22.4","1261.0","797.0","464.0","0.0","173","21","0","18900.0","120,957","23.7"
"3319","48","225","19.6","258.0","206.0","52.0","0.0","44","4","0","8282.0","53,006","10.4"
"3321","272","678","36.0","1423.0","1078.0","345.0","0.0","244","28","0","26158.0","167,411","32.7"
"3322","17","100","17.0","79.0","79.0","0.0","0.0","17","0","0","4262.0","27,279","5.5"
"3323","5","55","9.1","29.0","29.0","0.0","0.0","5","0","0","5365.0","34,336","6.9"
"3324","100","298","31.5","510.0","394.0","116.0","0.0","94","6","0","10801.0","69,125","13.9"
"3325","88","265","30.9","579.0","360.0","219.0","0.0","82","6","0","14385.0","92,065","18.6"
"3328","335","700","44.9","1663.0","1413.0","250.0","0.0","314","21","0","1435.0","9,184","1.8"
"3329","34","123","27.6","150.0","150.0","0.0","0.0","34","0","0","8115.0","51,938","10.5"
"3330","26","99","24.2","133.0","101.0","32.0","0.0","24","2","0","6221.0","39,817","8.0"
"3331","1056","2643","36.8","5821.0","4435.0","1386.0","0.0","973","83","0","24808.0","158,770","31.0"
"3332","179","389","42.2","1286.0","708.0","578.0","0.0","164","15","0","14486.0","92,713","18.1"
"3333","135","376","30.9","1010.0","488.0","522.0","0.0","116","19","0","14369.0","91,962","18.5"
"3334","66","270","22.6","332.0","245.0","87.0","0.0","61","5","0","12614.0","80,730","16.3"
"3335","1572","3863","38.9","9872.0","8620.0","1252.0","0.0","1504","68","0","24090.0","154,179","29.8"
"3337","4602","15901","27.8","23185.0","18899.0","3686.0","600.0","4426","174","2","18816.0","120,422","23.1"
"3338","4266","11815","35.1","23976.0","21367.0","2144.0","465.0","4150","115","1","11939.0","76,409","15.4"
"3340","2922","10069","27.5","14887.0","12134.0","2753.0","0.0","2764","158","0","45300.0","289,921","58.2"
"3341","262","630","39.2","1269.0","1064.0","205.0","0.0","247","15","0","7755.0","49,634","10.0"
"3342","577","1575","34.3","3030.0","2206.0","824.0","0.0","540","37","0","21992.0","140,747","28.4"
"3345","245","473","49.3","1274.0","1079.0","195.0","0.0","233","12","0","7640.0","48,897","9.9"
"3350","5328","29504","16.9","32584.0","22372.0","8501.0","1711.0","4996","327","5","471871.0","3,019,975","611.3"
"3351","1360","3415","37.4","7102.0","5965.0","1137.0","0.0","1277","83","0","102754.0","657,626","132.7"
"3352","2565","6668","34.9","16669.0","11049.0","4064.0","1556.0","2329","233","3","209397.0","1,340,142","270.5"
"3355","1106","6084","16.3","14164.0","3985.0","3939.0","6240.0","992","110","4","155739.0","996,728","203.7"
"3356","1564","9518","15.3","9477.0","6376.0","2858.0","243.0","1461","102","1","132079.0","845,304","172.2"
"3357","517","1550","31.7","2695.0","2211.0","484.0","0.0","491","26","0","29374.0","187,996","38.0"
"3360","116","471","23.8","553.0","493.0","60.0","0.0","112","4","0","9472.0","60,619","12.2"
"3361","95","351","25.6","565.0","371.0","194.0","0.0","90","5","0","11698.0","74,869","15.1"
"3363","572","1734","31.0","2981.0","2279.0","702.0","0.0","538","34","0","37206.0","238,119","48.1"
"3364","387","1021","35.0","2158.0","1627.0","531.0","0.0","357","30","0","44715.0","286,174","57.7"
"3370","359","943","36.3","1733.0","1483.0","250.0","0.0","342","17","0","24691.0","158,021","31.9"
"3371","244","663","35.1","1115.0","950.0","165.0","0.0","233","11","0","12999.0","83,194","16.8"
"3373","409","1201","31.8","2296.0","1691.0","605.0","0.0","382","27","0","24296.0","155,495","31.3"
"3374","83","202","37.1","627.0","329.0","298.0","0.0","75","8","0","9113.0","58,322","12.3"
"3375","25","98","22.4","235.0","113.0","122.0","0.0","22","3","0","9674.0","61,914","13.0"
"3377","1172","4251","25.9","6581.0","4655.0","1714.0","212.0","1101","70","1","117182.0","749,962","157.9"
"3378","16","54","24.1","119.0","76.0","43.0","0.0","13","3","0","8396.0","53,735","11.3"
"3379","112","429","23.8","604.0","422.0","182.0","0.0","102","10","0","31987.0","204,717","42.9"
"3380","720","2739","24.1","4966.0","2748.0","1518.0","700.0","660","59","1","70153.0","448,978","94.8"
"3381","233","914","23.3","1555.0","963.0","341.0","251.0","213","19","1","18768.0","120,114","25.2"
"3384","98","310","29.7","494.0","422.0","72.0","0.0","92","6","0","16915.0","108,259","22.7"
"3385","109","269","37.2","561.0","399.0","162.0","0.0","100","9","0","16979.0","108,664","22.8"
"3387","65","171","36.3","321.0","280.0","41.0","0.0","62","3","0","17510.0","112,062","23.5"
"3388","95","265","34.3","483.0","364.0","119.0","0.0","91","4","0","17358.0","111,092","23.3"
"3390","171","481","32.4","857.0","600.0","257.0","0.0","156","15","0","23530.0","150,592","31.7"
"3391","29","88","30.7","205.0","116.0","89.0","0.0","27","2","0","6319.0","40,439","8.5"
"3392","105","312","31.7","490.0","379.0","111.0","0.0","99","6","0","18032.0","115,402","24.3"
"3393","416","1274","30.4","2299.0","1615.0","684.0","0.0","387","29","0","60490.0","387,138","81.7"
"3395","92","208","42.8","407.0","364.0","43.0","0.0","89","3","0","13978.0","89,458","18.8"
"3396","130","374","31.3","726.0","453.0","273.0","0.0","117","13","0","13006.0","83,241","17.5"
"3400","1755","6945","23.4","10887.0","7279.0","3608.0","0.0","1628","127","0","158569.0","1,014,840","214.6"
"3401","759","1823","37.7","4533.0","3202.0","1331.0","0.0","687","72","0","128604.0","823,064","173.3"
"3407","64","200","29.0","359.0","248.0","111.0","0.0","58","6","0","13950.0","89,282","17.8"
"3409","213","517","37.7","980.0","707.0","273.0","0.0","195","18","0","27435.0","175,585","36.9"
"3412","55","160","33.8","168.0","157.0","11.0","0.0","54","1","0","7437.0","47,600","10.0"
"3413","24","142","14.8","145.0","102.0","43.0","0.0","21","3","0","11261.0","72,071","15.2"
"3414","323","865","35.4","1635.0","1139.0","336.0","160.0","306","16","1","18141.0","116,100","24.4"
"3415","3","24","","18.0","18.0","0.0","0.0","3","0","0","1887.0","12,079","2.5"
"3418","465","1411","31.3","2274.0","1753.0","521.0","0.0","441","24","0","57408.0","367,408","77.3"
"3419","154","424","34.4","690.0","536.0","154.0","0.0","146","8","0","23273.0","148,947","31.4"
"3420","47","151","27.2","258.0","181.0","77.0","0.0","41","6","0","8720.0","55,807","11.7"
"3423","80","290","26.6","384.0","286.0","98.0","0.0","77","3","0","9221.0","59,015","12.4"
"3424","140","440","29.5","825.0","580.0","245.0","0.0","130","10","0","18315.0","117,215","24.7"
"3427","655","1401","44.0","3754.0","3225.0","529.0","0.0","617","38","0","31354.0","200,664","38.6"
"3428","97","240","34.6","12919.0","442.0","258.0","12219.0","83","13","1","12366.0","79,141","15.2"
"3429","4210","14157","28.1","21863.0","17574.0","4289.0","0.0","3979","231","0","275296.0","1,761,894","339.8"
"3430","42","130","25.4","293.0","156.0","137.0","0.0","33","9","0","6243.0","39,955","8.0"
"3431","651","1647","36.6","3367.0","2676.0","691.0","0.0","602","49","0","40538.0","259,445","52.1"
"3432","36","95","33.7","211.0","156.0","55.0","0.0","32","4","0","4744.0","30,364","6.1"
"3433","43","78","46.2","244.0","148.0","96.0","0.0","36","7","0","5191.0","33,224","6.7"
"3434","806","1943","38.4","4246.0","3420.0","826.0","0.0","747","59","0","21417.0","137,066","27.5"
"3435","521","1348","35.0","2844.0","2167.0","677.0","0.0","472","49","0","22336.0","142,952","28.7"
"3437","1446","4865","26.6","8646.0","6110.0","2536.0","0.0","1293","153","0","35603.0","227,862","43.8"
"3438","298","935","28.4","1879.0","1200.0","679.0","0.0","266","32","0","4510.0","28,862","5.5"
"3440","242","806","27.7","1200.0","940.0","260.0","0.0","223","19","0","3175.0","20,322","3.9"
"3441","141","616","19.5","912.0","534.0","378.0","0.0","120","21","0","2340.0","14,975","3.0"
"3442","1421","3249","40.2","8121.0","5785.0","2016.0","320.0","1307","113","1","41003.0","262,417","52.6"
"3444","1582","4560","31.7","10472.0","6104.0","2877.0","1491.0","1444","137","1","70315.0","450,017","93.8"
"3446","212","500","41.4","925.0","871.0","54.0","0.0","207","5","0","6190.0","39,613","8.3"
"3447","129","243","49.8","594.0","503.0","91.0","0.0","121","8","0","6703.0","42,897","8.9"
"3448","238","463","48.4","1118.0","939.0","179.0","0.0","224","14","0","15662.0","100,234","20.9"
"3450","1435","3913","35.3","6639.0","4745.0","991.0","903.0","1380","51","4","76217.0","487,790","102.4"
"3451","1125","2688","40.0","5313.0","4367.0","946.0","0.0","1076","49","0","57261.0","366,473","76.4"
"3453","441","782","52.7","2324.0","1820.0","504.0","0.0","412","29","0","26174.0","167,512","34.9"
"3458","448","1295","32.3","2255.0","1861.0","394.0","0.0","418","30","0","14627.0","93,615","18.8"
"3460","473","1956","22.7","2588.0","1709.0","879.0","0.0","444","29","0","1870.0","11,966","2.4"
"3461","962","2840","32.1","4599.0","3775.0","824.0","0.0","913","49","0","51730.0","331,070","66.8"
"3462","297","667","43.6","1141.0","1066.0","75.0","0.0","291","6","0","17838.0","114,162","23.0"
"3463","643","1565","39.3","2886.0","2382.0","504.0","0.0","615","28","0","23593.0","150,995","31.5"
"3464","213","550","35.6","1353.0","802.0","551.0","0.0","196","17","0","6384.0","40,856","8.2"
"3465","1662","5230","30.0","10478.0","6288.0","2550.0","1640.0","1567","92","3","129475.0","828,642","167.8"
"3467","274","618","42.1","1367.0","1104.0","263.0","0.0","260","14","0","18569.0","118,843","24.0"
"3468","73","161","43.5","374.0","269.0","105.0","0.0","70","3","0","6859.0","43,899","8.8"
"3469","60","155","34.8","351.0","250.0","101.0","0.0","54","6","0","6669.0","42,683","9.0"
"3472","376","870","42.0","1580.0","1394.0","186.0","0.0","365","11","0","19289.0","123,448","25.7"
"3475","83","234","34.2","379.0","328.0","51.0","0.0","80","3","0","12623.0","80,787","16.8"
"3477","169","455","35.6","801.0","691.0","110.0","0.0","162","7","0","40486.0","259,111","54.4"
"3478","461","1351","31.6","2790.0","1768.0","1022.0","0.0","427","34","0","42649.0","272,954","57.4"
"3480","282","869","29.2","2032.0","1159.0","873.0","0.0","254","28","0","53280.0","340,990","71.8"
"3482","46","124","32.3","459.0","178.0","281.0","0.0","40","6","0","8806.0","56,356","11.8"
"3483","168","407","36.6","1020.0","688.0","332.0","0.0","149","19","0","14002.0","89,612","20.2"
"3485","55","210","25.7","264.0","253.0","11.0","0.0","54","1","0","11971.0","76,617","17.3"
"3487","17","43","","86.0","52.0","34.0","0.0","15","2","0","3679.0","23,546","5.3"
"3488","18","65","26.2","69.0","57.0","12.0","0.0","17","1","0","4789.0","30,652","6.9"
"3489","7","39","","37.0","37.0","0.0","0.0","7","0","0","3681.0","23,558","5.3"
"3490","178","694","22.3","257727.0","682.0","565.0","256480.0","155","22","1","32298.0","206,705","47.1"
"3491","29","71","35.2","160.0","104.0","56.0","0.0","25","4","0","5940.0","38,018","8.7"
"3494","89","378","16.4","221137.0","320.0","642.0","220175.0","62","23","4","16996.0","108,775","24.7"
"3496","967","2829","29.6","8187.0","4133.0","2988.0","1066.0","838","128","1","96248.0","615,986","140.4"
"3498","830","2063","32.1","7304.0","3537.0","3497.0","270.0","662","167","1","75124.0","480,791","109.8"
"3500","4035","15222","22.9","30118.0","17275.0","12693.0","150.0","3482","552","1","324071.0","2,074,054","474.7"
"3501","425","717","44.6","7050.0","1648.0","1878.0","3524.0","320","104","1","28872.0","184,779","42.1"
"3505","798","1860","37.3","6891.0","3349.0","2647.0","895.0","694","100","4","67111.0","429,509","98.0"
"3506","3","27","","10.0","10.0","0.0","0.0","3","0","0","2623.0","16,789","3.8"
"3507","30","73","39.7","141.0","130.0","11.0","0.0","29","1","0","4998.0","31,987","7.3"
"3509","45","115","36.5","224.0","183.0","41.0","0.0","42","3","0","4571.0","29,256","6.7"
"3512","69","209","30.6","328.0","263.0","65.0","0.0","64","5","0","12593.0","80,598","18.3"
"3515","380","816","43.1","2291.0","1759.0","532.0","0.0","352","28","0","29361.0","187,909","39.1"
"3516","134","333","35.7","1275.0","463.0","312.0","500.0","119","14","1","11949.0","76,475","15.9"
"3517","338","717","43.5","1828.0","1142.0","686.0","0.0","312","26","0","30521.0","195,332","40.7"
