"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"2820","1005","3073","28.5","396700.0","3768.0","2045.0","390887.0","877","126","2","56651.0","362,569","83.5"
"2821","1114","1983","50.0","17428.0","3810.0","2227.0","11391.0","991","121","2","78374.0","501,596","115.5"
"2822","46","208","16.3","435.0","196.0","239.0","0.0","34","12","0","10781.0","68,996","15.9"
"2823","337","614","47.2","1879.0","1198.0","681.0","0.0","290","47","0","38714.0","247,769","57.0"
"2824","546","1010","46.5","3151.0","1940.0","1211.0","0.0","470","76","0","46818.0","299,633","69.2"
"2825","443","1094","34.7","104545.0","1468.0","1077.0","102000.0","380","62","1","45001.0","288,004","67.1"
"2826","41","75","45.3","132084.0","163.0","74.0","131847.0","34","6","1","7763.0","49,683","11.4"
"2827","854","1689","45.7","4421.0","3019.0","1402.0","0.0","772","82","0","65722.0","420,622","96.9"
"2828","187","474","31.9","1264.0","686.0","578.0","0.0","151","36","0","24993.0","159,955","36.8"
"2829","711","1431","43.4","4227.0","2581.0","1646.0","0.0","621","90","0","36309.0","232,380","54.1"
"2830","9534","16669","52.0","67871.0","31541.0","16778.0","19552.0","8669","859","6","440342.0","2,818,192","651.8"
"2831","572","906","58.6","2496.0","1974.0","522.0","0.0","531","41","0","55997.0","358,380","83.3"
"2832","515","1261","34.5","3467.0","1763.0","1704.0","0.0","435","80","0","60074.0","384,473","90.0"
"2833","196","401","44.9","969.0","756.0","213.0","0.0","180","16","0","14832.0","94,926","22.1"
"2834","605","1437","38.5","2713.0","1625.0","1088.0","0.0","553","52","0","40350.0","258,241","61.2"
"2835","914","1985","41.7","4843.0","3263.0","1580.0","0.0","827","87","0","58039.0","371,448","86.7"
"2836","225","467","37.7","1411.0","702.0","709.0","0.0","176","49","0","17842.0","114,190","28.0"
"2838","53","100","34.0","530.0","166.0","364.0","0.0","34","19","0","4863.0","31,125","7.3"
"2839","314","532","52.3","1803.0","1271.0","532.0","0.0","278","36","0","23254.0","148,828","35.8"
"2840","723","1315","48.0","4270.0","2798.0","1472.0","0.0","631","92","0","57035.0","365,024","87.9"
"2842","178","317","50.5","920.0","635.0","285.0","0.0","160","18","0","17874.0","114,393","26.3"
"2843","236","590","35.9","1445.0","1021.0","424.0","0.0","212","24","0","26476.0","169,448","37.6"
"2844","313","722","38.1","1743.0","1231.0","512.0","0.0","275","38","0","26049.0","166,716","37.0"
"2845","246","857","25.7","1420.0","1007.0","413.0","0.0","220","26","0","2227.0","14,255","3.1"
"2846","80","186","40.9","2320.0","288.0","32.0","2000.0","76","3","1","8420.0","53,891","11.7"
"2847","380","1022","34.1","2067.0","1509.0","558.0","0.0","348","32","0","7998.0","51,187","11.2"
"2848","207","856","22.3","1169.0","880.0","289.0","0.0","191","16","0","19791.0","126,665","28.3"
"2849","337","894","33.6","1823.0","1324.0","499.0","0.0","300","37","0","30972.0","198,224","44.0"
"2850","3012","8596","30.6","19527.0","12915.0","6322.0","290.0","2632","379","1","139499.0","892,792","198.2"
"2852","580","1713","30.0","114585.0","2498.0","1183.0","110904.0","514","65","1","50947.0","326,059","72.5"
"2864","161","354","39.0","1122.0","638.0","484.0","0.0","138","23","0","18718.0","119,798","26.6"
"2865","226","396","53.3","56993.0","901.0","220.0","55872.0","211","14","1","10159.0","65,019","14.4"
"2866","472","1273","32.1","42064.0","1946.0","1062.0","39056.0","409","62","1","32379.0","207,225","45.9"
"2867","119","292","38.7","686.0","580.0","106.0","0.0","113","6","0","17085.0","109,343","25.2"
"2868","123","297","38.0","700.0","562.0","138.0","0.0","113","10","0","16333.0","104,528","24.0"
"2869","300","734","37.1","8382.0","1181.0","562.0","6639.0","272","27","1","39128.0","250,422","57.6"
"2870","2138","4875","39.1","168531.0","8829.0","3956.0","155746.0","1905","227","6","158354.0","1,013,462","232.2"
"2871","1376","4237","28.0","70502.0","5571.0","3494.0","61437.0","1188","187","1","167535.0","1,072,227","245.7"
"2873","161","285","48.8","908.0","615.0","293.0","0.0","139","22","0","17142.0","109,710","25.3"
"2874","104","226","42.0","496.0","388.0","108.0","0.0","95","9","0","12971.0","83,014","19.1"
"2875","176","541","28.7","7687.0","735.0","232.0","6720.0","155","20","1","30124.0","192,791","44.4"
"2876","65","194","30.9","346.0","288.0","58.0","0.0","60","5","0","16243.0","103,956","23.7"
"2877","764","1762","37.9","5039.0","3115.0","1924.0","0.0","667","97","0","51935.0","332,386","76.6"
"2878","69","173","32.4","426.0","236.0","190.0","0.0","56","13","0","15254.0","97,623","22.7"
"2879","248","425","50.1","1416.0","862.0","554.0","0.0","213","35","0","16176.0","103,529","25.4"
"2880","5391","9619","51.4","78852.0","17761.0","8091.0","53000.0","4940","450","1","197925.0","1,266,719","311.7"
"2898","42","258","15.5","164.0","143.0","21.0","0.0","40","2","0","0.0","0","0.0"
"2899","551","2295","22.9","1734.0","1201.0","533.0","0.0","526","25","0","0.0","0","0.0"
"2900","217","608","32.4","2407.0","986.0","729.0","692.0","197","19","1","27020.0","172,931","38.0"
"2902","1890","5932","28.7","10476.0","7757.0","2476.0","243.0","1701","188","1","88107.0","563,883","124.5"
"2903","1076","3805","25.5","6006.0","4645.0","1361.0","0.0","972","104","0","57331.0","366,921","81.0"
"2904","1844","5056","32.8","22263.0","7023.0","2390.0","12850.0","1659","184","1","75987.0","486,318","107.4"
"2905","3238","11248","26.4","18070.0","14356.0","3714.0","0.0","2967","271","0","156473.0","1,001,426","221.0"
"2906","1944","6418","27.7","11199.0","8729.0","2470.0","0.0","1779","165","0","94273.0","603,345","133.2"
"2911","481","2821","12.2","4783.0","1846.0","2937.0","0.0","344","137","0","53195.0","340,449","75.2"
"2912","395","1792","19.3","3537.0","1659.0","1098.0","780.0","345","48","2","34281.0","219,399","47.4"
"2913","3719","15610","21.0","22016.0","16109.0","5907.0","0.0","3285","434","0","165915.0","1,061,855","229.9"
"2914","3117","11391","23.0","21228.0","13783.0","6845.0","600.0","2624","492","1","113265.0","724,896","156.9"
"3000","76","620","5.8","1887.0","171.0","1517.0","199.0","36","39","1","117652.0","752,976","145.5"
"3002","76","708","9.0","662.0","267.0","395.0","0.0","64","12","0","23720.0","151,809","29.2"
"3003","101","842","9.0","1374.0","314.0","1060.0","0.0","76","25","0","67817.0","434,028","84.5"
"3004","17","33","","346.0","25.0","321.0","0.0","6","11","0","0.0","0","0.0"
"3006","35","354","2.8","1726.0","58.0","884.0","784.0","10","21","4","45170.0","289,086","55.9"
"3008","102","209","35.4","2107.0","152.0","1294.0","661.0","74","26","2","43764.0","280,088","54.3"
"3011","923","6270","13.5","5451.0","3138.0","2313.0","0.0","846","77","0","108622.0","695,182","134.5"
"3012","1478","10413","13.1","8968.0","5382.0","3386.0","200.0","1365","112","1","269117.0","1,722,349","337.7"
"3013","988","6203","15.2","4799.0","3675.0","1124.0","0.0","944","44","0","88707.0","567,726","111.7"
"3015","1148","7314","15.0","5581.0","4210.0","993.0","378.0","1098","49","1","118341.0","757,383","148.4"
"3016","1068","5908","16.7","5338.0","3785.0","1553.0","0.0","988","80","0","102060.0","653,182","128.4"
"3018","1256","6345","18.5","7273.0","4055.0","3041.0","177.0","1174","81","1","135695.0","868,446","170.3"
"3019","570","4396","12.2","3693.0","2127.0","1165.0","401.0","535","34","1","65027.0","416,171","80.0"
"3020","3320","17112","18.1","19979.0","11189.0","7339.0","1451.0","3091","226","3","382940.0","2,450,816","477.7"
"3021","4031","19807","20.1","18196.0","16310.0","1411.0","475.0","3977","52","2","277602.0","1,776,656","342.2"
"3022","219","1375","15.4","1054.0","752.0","302.0","0.0","212","7","0","20136.0","128,873","25.3"
"3023","6698","22565","28.7","33680.0","27071.0","5655.0","954.0","6483","212","3","367514.0","2,352,090","460.8"
"3024","4412","10277","42.1","23418.0","21822.0","1458.0","138.0","4329","82","1","133253.0","852,819","171.8"
"3025","783","5163","13.6","7230.0","2716.0","2950.0","1564.0","704","76","3","177332.0","1,134,922","224.0"
"3026","570","61","644.3","15453.0","2505.0","8739.0","4209.0","393","167","10","467328.0","2,990,901","601.0"
"3027","1010","3693","27.0","5064.0","4856.0","208.0","0.0","996","14","0","39121.0","250,372","48.8"
"3028","2540","11681","21.3","11319.0","9522.0","1797.0","0.0","2487","53","0","160904.0","1,029,784","201.1"
"3029","17126","36586","45.3","101761.0","81863.0","16174.0","3724.0","16580","534","12","686327.0","4,392,494","864.0"
"3030","12709","45370","27.1","71874.0","57288.0","10956.0","3630.0","12278","424","7","584210.0","3,738,941","730.5"
"3031","717","5095","13.2","3506.0","2333.0","1173.0","0.0","675","42","0","73902.0","472,974","91.7"
"3032","1464","9064","15.5","6973.0","5660.0","1313.0","0.0","1401","63","0","139424.0","892,317","171.8"
"3033","987","6184","15.1","4985.0","3759.0","1226.0","0.0","933","54","0","95922.0","613,904","118.8"
"3034","732","5180","13.6","3420.0","2867.0","553.0","0.0","702","30","0","62479.0","399,868","77.0"
"3036","501","2380","19.8","2530.0","2125.0","405.0","0.0","472","29","0","43523.0","278,545","53.6"
"3037","4853","18470","25.4","23761.0","20543.0","2518.0","700.0","4683","168","2","270719.0","1,732,605","333.6"
"3038","2482","9622","25.0","14976.0","10362.0","1713.0","2901.0","2401","78","3","178548.0","1,142,709","220.0"
"3039","687","4519","14.4","3233.0","2498.0","735.0","0.0","650","37","0","73588.0","470,965","90.7"
"3040","1300","8451","14.1","6885.0","4772.0","1871.0","242.0","1189","110","1","132349.0","847,033","163.0"
"3041","738","4592","15.1","4109.0","2983.0","1126.0","0.0","694","44","0","83852.0","536,651","103.5"
"3042","1041","8062","11.5","6932.0","3635.0","2822.0","475.0","928","112","1","131145.0","839,327","161.8"
"3043","1446","8163","15.8","10027.0","5099.0","4781.0","147.0","1293","152","1","212462.0","1,359,756","264.5"
"3044","1499","12499","11.5","6690.0","5483.0","1207.0","0.0","1434","65","0","133729.0","855,869","165.0"
"3045","10","3","","2329.0","5.0","516.0","1808.0","2","7","1","82655.0","528,992","102.4"
"3046","1839","14503","12.3","8199.0","6793.0","1406.0","0.0","1783","56","0","170194.0","1,089,241","209.8"
"3047","1348","6436","19.7","11007.0","5500.0","2649.0","2858.0","1268","77","3","139003.0","889,620","171.0"
"3048","1520","6182","23.5","8097.0","6486.0","1611.0","0.0","1454","66","0","103531.0","662,595","128.6"
"3049","776","3825","19.5","3923.0","3323.0","600.0","0.0","745","31","0","59935.0","383,582","73.8"
"3051","214","2624","7.2","1411.0","657.0","754.0","0.0","188","26","0","51824.0","331,670","64.3"
"3052","125","1018","9.5","1869.0","379.0","1089.0","401.0","97","25","3","39844.0","255,000","49.2"
"3053","132","1665","6.2","1737.0","331.0","873.0","533.0","103","28","1","36653.0","234,576","45.2"
"3054","344","3081","10.9","1421.0","1159.0","262.0","0.0","336","8","0","29194.0","186,841","36.0"
"3055","686","4206","15.8","2818.0","2418.0","400.0","0.0","664","22","0","53971.0","345,415","66.5"
"3056","1235","9061","12.8","7013.0","4134.0","2176.0","703.0","1162","71","2","124886.0","799,271","154.9"
"3057","484","3992","11.2","2278.0","1629.0","649.0","0.0","449","35","0","45578.0","291,701","56.3"
"3058","2567","14400","16.6","13983.0","9453.0","3898.0","632.0","2393","172","2","212155.0","1,357,792","263.7"
"3059","2188","6330","31.0","13796.0","10317.0","3299.0","180.0","1961","226","1","109825.0","702,878","135.5"
"3060","783","5583","13.4","3794.0","3086.0","708.0","0.0","749","34","0","78044.0","499,480","96.4"
"3061","736","1726","24.0","14871.0","2158.0","10636.0","2077.0","414","315","7","281606.0","1,802,277","357.1"
"3063","76","197","29.4","587.0","326.0","261.0","0.0","58","18","0","12917.0","82,669","15.9"
"3064","12819","29892","40.5","77954.0","64865.0","10312.0","2777.0","12117","699","3","458474.0","2,934,232","567.4"
"3065","266","2495","9.9","1295.0","821.0","474.0","0.0","248","18","0","38551.0","246,723","47.4"
"3066","206","1482","11.7","1571.0","647.0","924.0","0.0","174","32","0","38942.0","249,232","47.9"
"3067","217","1901","9.9","1568.0","731.0","837.0","0.0","188","29","0","42441.0","271,621","52.8"
"3068","965","6059","15.3","4170.0","3311.0","859.0","0.0","927","38","0","69562.0","445,196","85.7"
"3070","1883","9304","19.6","7891.0","6792.0","1099.0","0.0","1827","56","0","110085.0","704,542","135.8"
"3071","1183","7065","16.0","5911.0","4369.0","1542.0","0.0","1132","51","0","90623.0","579,986","112.2"
"3072","2151","13904","14.6","11749.0","8081.0","3084.0","584.0","2036","113","2","231745.0","1,483,169","287.7"
"3073","3122","25101","11.9","14487.0","11213.0","3274.0","0.0","2989","133","0","289243.0","1,851,154","358.1"
"3074","1651","7770","18.5","13137.0","6075.0","6803.0","259.0","1434","216","1","245807.0","1,573,163","308.0"
"3075","1680","8695","18.7","8055.0","7009.0","1046.0","0.0","1623","57","0","118416.0","757,861","145.9"
"3076","3326","13933","22.6","19592.0","13068.0","4813.0","1711.0","3151","169","6","243880.0","1,560,833","301.3"
"3078","960","4147","21.6","5130.0","3598.0","1532.0","0.0","897","63","0","69548.0","445,110","86.4"
"3079","1002","5460","16.8","5798.0","3913.0","1586.0","299.0","917","84","1","89515.0","572,896","110.4"
"3081","865","6418","11.9","6094.0","2763.0","2582.0","749.0","766","96","3","107650.0","688,960","134.5"
"3082","2399","10859","21.6","11416.0","9980.0","1134.0","302.0","2347","51","1","162783.0","1,041,809","200.7"
"3083","2558","11592","21.0","15234.0","9616.0","2716.0","2902.0","2436","118","4","184131.0","1,178,440","227.5"
"3084","1802","9840","17.3","8902.0","6988.0","1615.0","299.0","1705","96","1","137790.0","881,858","169.9"
"3085","953","5741","16.0","4318.0","3667.0","651.0","0.0","916","37","0","75956.0","486,117","93.7"
"3087","646","3952","15.9","2950.0","2514.0","436.0","0.0","628","18","0","45586.0","291,752","56.2"
"3088","2076","10882","18.4","10145.0","8436.0","1243.0","466.0","2005","68","3","146327.0","936,493","180.6"
"3089","1129","4458","24.0","5800.0","4737.0","1063.0","0.0","1071","58","0","68359.0","437,494","84.3"
"3090","235","848","20.9","1733.0","902.0","831.0","0.0","177","58","0","22332.0","142,924","27.5"
"3091","219","542","31.7","1573.0","869.0","704.0","0.0","172","47","0","21693.0","138,834","26.7"
"3093","306","1507","17.7","2047.0","1190.0","857.0","0.0","267","39","0","26765.0","171,296","33.0"
"3094","657","3908","16.2","2985.0","2589.0","396.0","0.0","632","25","0","43007.0","275,246","53.0"
"3095","2270","9538","22.3","11815.0","9428.0","2203.0","184.0","2130","139","1","169203.0","1,082,897","209.0"
"3096","195","651","27.6","920.0","745.0","175.0","0.0","180","15","0","12669.0","81,082","15.6"
"3097","201","471","35.9","1235.0","773.0","462.0","0.0","169","32","0","22153.0","141,780","26.0"
"3099","566","1886","27.8","2899.0","2219.0","680.0","0.0","524","42","0","44846.0","287,013","57.5"
"3101","1182","8163","13.1","7132.0","4587.0","2326.0","219.0","1066","115","1","130518.0","835,313","160.9"
"3102","395","2455","15.2","1916.0","1522.0","394.0","0.0","372","23","0","36154.0","231,387","44.6"
"3103","849","5904","13.4","4475.0","3418.0","1057.0","0.0","789","60","0","86330.0","552,515","106.4"
"3104","1243","7721","14.8","6977.0","5399.0","1578.0","0.0","1146","97","0","113613.0","727,120","140.1"
"3105","730","4303","16.0","3614.0","2985.0","629.0","0.0","690","40","0","64722.0","414,218","80.0"
"3106","1441","6362","21.0","7735.0","5928.0","1608.0","199.0","1334","106","1","105764.0","676,892","130.4"
"3107","907","5691","15.2","4464.0","3765.0","699.0","0.0","867","40","0","73015.0","467,298","90.0"
"3108","1423","7893","17.2","7791.0","6172.0","1320.0","299.0","1360","62","1","119752.0","766,411","147.8"
"3109","1893","10288","17.8","10132.0","8302.0","1187.0","643.0","1830","62","1","149825.0","958,880","184.7"
"3111","1115","4604","22.0","6515.0","4341.0","1557.0","617.0","1013","100","2","77452.0","495,694","91.2"
"3113","900","2955","27.6","4799.0","3552.0","1247.0","0.0","816","84","0","59403.0","380,176","69.9"
"3114","377","1237","26.0","2300.0","1537.0","763.0","0.0","322","55","0","31866.0","203,944","37.5"
"3115","399","1283","26.9","2414.0","1572.0","842.0","0.0","345","54","0","36971.0","236,612","43.5"
"3116","1079","4105","25.0","5717.0","4532.0","785.0","400.0","1027","51","1","79844.0","511,000","94.2"
"3121","896","8073","10.1","6582.0","2885.0","1917.0","1780.0","817","74","5","131063.0","838,801","161.8"
"3122","659","4483","13.5","3744.0","2601.0","1143.0","0.0","607","52","0","97978.0","627,058","120.7"
"3123","513","3746","12.3","2956.0","1936.0","1020.0","0.0","459","54","0","63526.0","406,568","78.3"
"3124","1134","7643","13.9","5948.0","4522.0","1426.0","0.0","1060","74","0","123734.0","791,900","152.5"
"3125","907","5822","14.8","4725.0","3275.0","845.0","605.0","863","43","1","86602.0","554,252","107.2"
